Training_ID,Employee_ID,Training_Name,Provider,Start_Date,End_Date,Training_Cost,Certification_Status
T001203,E00580,Diversity & Inclusion Workshop,Internal L&D,2025-02-01,2025-02-10,1831.82,Completed
T001204,E00580,Project Management Professional,PMI,2023-11-30,2023-12-08,502.55,In Progress
T001205,E00580,Sales Negotiation Skills,Miller Heiman,2025-03-10,2025-03-17,1342.08,Completed
T001206,E00580,Sales Negotiation Skills,Miller Heiman,2023-11-21,2023-11-26,314.1,Completed
T001207,E00581,Leadership Excellence,Dale Carnegie,2023-04-21,2023-04-30,2698.56,Not Certified
T001208,E00581,Customer Service Excellence,Internal L&D,2024-11-20,2024-11-27,3431.32,In Progress
T001209,E00581,Agile & Scrum Master,Scrum.org,2023-05-10,2023-05-17,2233.43,Completed
T001210,E00583,Agile & Scrum Master,Scrum.org,2022-11-19,2022-11-27,2631.41,In Progress
T001211,E00585,Cloud Computing Fundamentals,AWS Training,2024-01-06,2024-01-12,2072.53,In Progress
T001212,E00585,Leadership Excellence,Dale Carnegie,2024-04-05,2024-04-11,821.76,Completed
T001213,E00585,Diversity & Inclusion Workshop,Internal L&D,2024-06-26,2024-07-06,1048.47,Completed
T001214,E00586,Diversity & Inclusion Workshop,Internal L&D,2023-08-31,2023-09-07,1601.07,Completed
T001215,E00586,Cloud Computing Fundamentals,AWS Training,2023-04-15,2023-04-20,1474.37,Completed
T001216,E00586,Agile & Scrum Master,Scrum.org,2023-02-14,2023-02-20,665.11,Completed
T001217,E00586,Leadership Excellence,Dale Carnegie,2024-03-04,2024-03-13,1946.33,Completed
T001218,E00587,Agile & Scrum Master,Scrum.org,2025-05-29,2025-06-05,2565.91,Completed
T001219,E00588,Leadership Excellence,Dale Carnegie,2023-02-24,2023-03-02,2446.08,Completed
T001220,E00588,Leadership Excellence,Dale Carnegie,2023-02-02,2023-02-05,2682.36,Completed
T001221,E00588,Customer Service Excellence,Internal L&D,2023-02-16,2023-02-24,594.31,Not Certified
T001222,E00589,Diversity & Inclusion Workshop,Internal L&D,2022-08-02,2022-08-09,1596.17,Completed
T001223,E00589,Python for Data Analysis,Coursera,2022-01-02,2022-01-08,3404.33,Not Certified
T001224,E00589,Sales Negotiation Skills,Miller Heiman,2021-05-17,2021-05-19,3136.32,In Progress
T001225,E00589,Sales Negotiation Skills,Miller Heiman,2022-04-26,2022-04-29,903.84,Not Certified
T001226,E00589,Diversity & Inclusion Workshop,Internal L&D,2021-06-15,2021-06-17,3291.78,Completed
T001227,E00589,Cloud Computing Fundamentals,AWS Training,2021-03-08,2021-03-18,594.81,Completed
T001228,E00590,Advanced Excel & Data Analysis,Coursera,2024-10-28,2024-11-06,2385.34,Completed
T001229,E00590,Cloud Computing Fundamentals,AWS Training,2025-02-03,2025-02-10,1811.71,Completed
T001230,E00591,Project Management Professional,PMI,2023-05-16,2023-05-20,434.66,In Progress
T001231,E00591,Project Management Professional,PMI,2021-12-09,2021-12-19,3121.72,Completed
T001232,E00591,Workplace Safety & Compliance,Internal L&D,2021-12-30,2022-01-05,1235.42,Completed
T001233,E00591,Financial Modeling,Wall Street Prep,2023-02-14,2023-02-19,1839.05,In Progress
T001234,E00592,Cloud Computing Fundamentals,AWS Training,2023-06-23,2023-06-27,2752.57,Completed
T001235,E00592,Diversity & Inclusion Workshop,Internal L&D,2023-11-14,2023-11-18,1269.4,Not Certified
T001236,E00592,Project Management Professional,PMI,2025-05-12,2025-05-20,1978.91,Completed
T001237,E00592,Project Management Professional,PMI,2021-11-21,2021-11-30,2475.44,Completed
T001238,E00592,Project Management Professional,PMI,2023-10-03,2023-10-11,3094.97,Completed
T001239,E00592,Customer Service Excellence,Internal L&D,2024-08-13,2024-08-18,2078.67,Not Certified
T001240,E00593,Customer Service Excellence,Internal L&D,2025-01-23,2025-01-26,3445.53,Not Certified
T001241,E00593,Python for Data Analysis,Coursera,2021-07-08,2021-07-14,2902.01,Not Certified
T001242,E00593,Project Management Professional,PMI,2021-07-15,2021-07-21,1201.5,Completed
T001243,E00593,Six Sigma Green Belt,ASQ,2025-02-20,2025-02-22,2521.84,In Progress
T001244,E00594,Advanced Excel & Data Analysis,Coursera,2025-01-02,2025-01-04,3057.87,In Progress
T001245,E00594,Advanced Excel & Data Analysis,Coursera,2023-06-21,2023-07-01,1927.31,Completed
T001246,E00594,Power BI for Business,Microsoft Learn,2025-03-07,2025-03-13,1413.75,Completed
T001247,E00594,Cybersecurity Awareness,Udemy,2025-05-19,2025-05-26,1406.14,Completed
T001248,E00594,Power BI for Business,Microsoft Learn,2023-07-06,2023-07-09,416.23,Completed
T001249,E00596,Power BI for Business,Microsoft Learn,2024-07-07,2024-07-11,1556.51,Completed
T001250,E00596,Agile & Scrum Master,Scrum.org,2024-04-30,2024-05-02,238.98,Completed
T001251,E00596,Sales Negotiation Skills,Miller Heiman,2021-08-09,2021-08-12,2831.66,Completed
T001252,E00596,Diversity & Inclusion Workshop,Internal L&D,2022-07-12,2022-07-18,176.79,In Progress
T001253,E00596,Leadership Excellence,Dale Carnegie,2022-06-05,2022-06-11,3327.32,Not Certified
T001254,E00596,Customer Service Excellence,Internal L&D,2024-08-17,2024-08-19,2548.38,Not Certified
T001255,E00597,Power BI for Business,Microsoft Learn,2024-01-05,2024-01-10,1227.04,Completed
T001256,E00598,Python for Data Analysis,Coursera,2022-02-28,2022-03-10,1490.01,Completed
T001257,E00598,Cloud Computing Fundamentals,AWS Training,2021-08-03,2021-08-07,2518.36,In Progress
T001258,E00598,Advanced Excel & Data Analysis,Coursera,2021-09-03,2021-09-06,2111.04,Completed
T001259,E00598,Leadership Excellence,Dale Carnegie,2022-07-01,2022-07-09,298.15,Completed
T001260,E00601,Project Management Professional,PMI,2023-11-10,2023-11-15,2443.52,Not Certified
T001261,E00602,Project Management Professional,PMI,2023-01-19,2023-01-26,711.1,Completed
T001262,E00602,Effective Communication,LinkedIn Learning,2025-04-18,2025-04-23,2487.44,Completed
T001263,E00602,Workplace Safety & Compliance,Internal L&D,2023-01-14,2023-01-16,2182.35,Completed
T001264,E00602,Project Management Professional,PMI,2024-04-18,2024-04-24,2676.25,Not Certified
T001265,E00602,Six Sigma Green Belt,ASQ,2024-01-14,2024-01-19,2141.14,Completed
T001266,E00602,Six Sigma Green Belt,ASQ,2025-02-28,2025-03-05,2047.61,Not Certified
T001267,E00603,Six Sigma Green Belt,ASQ,2025-02-10,2025-02-17,1947.99,Completed
T001268,E00603,Effective Communication,LinkedIn Learning,2024-08-25,2024-09-04,2719.87,Not Certified
T001269,E00604,Advanced Excel & Data Analysis,Coursera,2025-01-20,2025-01-24,1338.91,Not Certified
T001270,E00604,Advanced Excel & Data Analysis,Coursera,2025-01-09,2025-01-19,848.09,Completed
T001271,E00605,Python for Data Analysis,Coursera,2024-02-12,2024-02-17,2010.69,Completed
T001272,E00605,Workplace Safety & Compliance,Internal L&D,2021-04-25,2021-05-02,3310.75,Completed
T001273,E00605,Sales Negotiation Skills,Miller Heiman,2021-07-01,2021-07-07,1361.34,Completed
T001274,E00605,Project Management Professional,PMI,2023-10-19,2023-10-28,2159.95,In Progress
T001275,E00605,Agile & Scrum Master,Scrum.org,2023-11-20,2023-11-27,1917.97,Completed
T001276,E00605,Workplace Safety & Compliance,Internal L&D,2023-02-23,2023-02-27,2095.78,Completed
T001277,E00606,Sales Negotiation Skills,Miller Heiman,2025-01-25,2025-01-28,3252.31,In Progress
T001278,E00606,Six Sigma Green Belt,ASQ,2024-10-24,2024-10-29,1798.27,Not Certified
T001279,E00606,Six Sigma Green Belt,ASQ,2024-11-03,2024-11-10,905.52,In Progress
T001280,E00606,Project Management Professional,PMI,2024-10-02,2024-10-04,1198.11,In Progress
T001281,E00607,Cloud Computing Fundamentals,AWS Training,2024-11-08,2024-11-15,3375.72,Completed
T001282,E00607,Effective Communication,LinkedIn Learning,2023-03-24,2023-03-28,3101.42,Completed
T001283,E00607,Financial Modeling,Wall Street Prep,2022-02-07,2022-02-11,1454.19,Completed
T001284,E00607,Python for Data Analysis,Coursera,2022-12-12,2022-12-16,3238.32,Completed
T001285,E00607,Agile & Scrum Master,Scrum.org,2025-04-21,2025-04-23,3000.58,In Progress
T001286,E00608,Leadership Excellence,Dale Carnegie,2025-04-29,2025-05-01,3054.5,Completed
T001287,E00609,Sales Negotiation Skills,Miller Heiman,2025-03-19,2025-03-25,1578.39,Completed
T001288,E00610,Six Sigma Green Belt,ASQ,2023-05-19,2023-05-27,1501.25,In Progress
T001289,E00610,Diversity & Inclusion Workshop,Internal L&D,2023-05-16,2023-05-19,2488.11,Completed
T001290,E00611,Cloud Computing Fundamentals,AWS Training,2023-06-18,2023-06-24,3179.7,Completed
T001291,E00612,Effective Communication,LinkedIn Learning,2024-10-24,2024-10-28,1286.52,Completed
T001292,E00612,Effective Communication,LinkedIn Learning,2024-10-15,2024-10-19,1928.97,Completed
T001293,E00612,Agile & Scrum Master,Scrum.org,2023-01-18,2023-01-28,1227.57,In Progress
T001294,E00612,Diversity & Inclusion Workshop,Internal L&D,2022-06-04,2022-06-13,167.9,Completed
T001295,E00612,Workplace Safety & Compliance,Internal L&D,2024-01-17,2024-01-19,2345.07,Completed
T001296,E00612,Power BI for Business,Microsoft Learn,2023-11-15,2023-11-25,1629.97,Not Certified
T001297,E00613,Workplace Safety & Compliance,Internal L&D,2025-02-06,2025-02-16,2572.3,Completed
T001298,E00613,Sales Negotiation Skills,Miller Heiman,2024-10-15,2024-10-19,1959.68,Completed
T001299,E00613,Project Management Professional,PMI,2025-05-28,2025-06-01,1873.58,Completed
T001300,E00613,Project Management Professional,PMI,2024-10-22,2024-10-31,3178.44,Completed
T001301,E00614,Sales Negotiation Skills,Miller Heiman,2024-10-02,2024-10-11,3450.93,Completed
T001302,E00615,Six Sigma Green Belt,ASQ,2024-01-14,2024-01-20,1288.19,Completed
T001303,E00616,Agile & Scrum Master,Scrum.org,2024-03-02,2024-03-09,693.81,Completed
T001304,E00616,Six Sigma Green Belt,ASQ,2025-05-18,2025-05-28,688.38,Completed
T001305,E00617,Six Sigma Green Belt,ASQ,2025-05-08,2025-05-15,1511.98,In Progress
T001306,E00619,Financial Modeling,Wall Street Prep,2024-03-10,2024-03-13,1248.04,Completed
T001307,E00619,Six Sigma Green Belt,ASQ,2024-03-15,2024-03-18,515.13,Not Certified
T001308,E00619,Project Management Professional,PMI,2024-12-22,2024-12-26,2480.88,Completed
T001309,E00620,Advanced Excel & Data Analysis,Coursera,2023-09-10,2023-09-19,3000.97,Completed
T001310,E00620,Workplace Safety & Compliance,Internal L&D,2024-07-18,2024-07-20,2360.35,Completed
T001311,E00620,Customer Service Excellence,Internal L&D,2022-11-26,2022-12-01,1573.4,Not Certified
T001312,E00620,Six Sigma Green Belt,ASQ,2023-12-04,2023-12-06,1648.28,Completed
T001313,E00621,Cybersecurity Awareness,Udemy,2025-05-01,2025-05-04,1115.43,Completed
T001314,E00621,Cybersecurity Awareness,Udemy,2020-10-25,2020-11-01,2277.04,Not Certified
T001315,E00621,Customer Service Excellence,Internal L&D,2024-03-18,2024-03-26,1254.12,Not Certified
T001316,E00621,Project Management Professional,PMI,2022-04-06,2022-04-10,3179.33,Completed
T001317,E00621,Six Sigma Green Belt,ASQ,2021-04-06,2021-04-13,2884.27,Completed
T001318,E00622,Effective Communication,LinkedIn Learning,2025-02-04,2025-02-08,1867.33,In Progress
T001319,E00622,Cloud Computing Fundamentals,AWS Training,2024-09-07,2024-09-12,255.74,In Progress
T001320,E00622,Diversity & Inclusion Workshop,Internal L&D,2024-08-10,2024-08-13,216.42,Not Certified
T001321,E00622,Diversity & Inclusion Workshop,Internal L&D,2023-10-23,2023-10-30,2350.31,Completed
T001322,E00622,Cloud Computing Fundamentals,AWS Training,2024-10-22,2024-10-25,388.1,In Progress
T001323,E00622,Diversity & Inclusion Workshop,Internal L&D,2024-05-16,2024-05-21,1592.83,Not Certified
T001324,E00624,Financial Modeling,Wall Street Prep,2024-04-13,2024-04-15,1367.86,Completed
T001325,E00624,Sales Negotiation Skills,Miller Heiman,2025-04-07,2025-04-16,1317.18,Completed
T001326,E00625,Cybersecurity Awareness,Udemy,2023-05-18,2023-05-27,3357.55,Completed
T001327,E00625,Project Management Professional,PMI,2025-02-18,2025-02-26,679.89,In Progress
T001328,E00626,Advanced Excel & Data Analysis,Coursera,2025-06-03,2025-06-10,990.26,Completed
T001329,E00626,Python for Data Analysis,Coursera,2025-04-25,2025-04-28,1365.88,Completed
T001330,E00626,Sales Negotiation Skills,Miller Heiman,2024-08-15,2024-08-22,2617.24,Not Certified
T001331,E00626,Customer Service Excellence,Internal L&D,2025-02-18,2025-02-20,2336.8,Not Certified
T001332,E00626,Project Management Professional,PMI,2025-03-04,2025-03-14,1558.85,Completed
T001333,E00626,Six Sigma Green Belt,ASQ,2023-10-25,2023-10-29,763.04,Completed
T001334,E00629,Advanced Excel & Data Analysis,Coursera,2024-11-19,2024-11-23,1250.33,Not Certified
T001335,E00629,Agile & Scrum Master,Scrum.org,2025-05-17,2025-05-25,1689.48,Completed
T001336,E00630,Financial Modeling,Wall Street Prep,2021-05-11,2021-05-15,1084.56,Completed
T001337,E00630,Customer Service Excellence,Internal L&D,2022-03-10,2022-03-14,2603.46,Completed
T001338,E00630,Sales Negotiation Skills,Miller Heiman,2021-06-11,2021-06-13,808.96,Not Certified
T001339,E00631,Agile & Scrum Master,Scrum.org,2024-07-02,2024-07-06,1177.22,Completed
T001340,E00631,Python for Data Analysis,Coursera,2023-12-06,2023-12-08,2259.81,In Progress
T001341,E00631,Leadership Excellence,Dale Carnegie,2024-10-12,2024-10-18,1940.07,Completed
T001342,E00631,Financial Modeling,Wall Street Prep,2023-11-02,2023-11-07,1783.92,Completed
T001343,E00631,Six Sigma Green Belt,ASQ,2024-02-17,2024-02-27,2393.41,In Progress
T001344,E00632,Leadership Excellence,Dale Carnegie,2024-06-23,2024-07-01,1687.03,In Progress
T001345,E00632,Python for Data Analysis,Coursera,2022-06-25,2022-06-27,2175.39,Completed
T001346,E00632,Project Management Professional,PMI,2023-03-14,2023-03-21,2478.9,Not Certified
T001347,E00632,Leadership Excellence,Dale Carnegie,2025-02-21,2025-03-02,186.77,In Progress
T001348,E00632,Agile & Scrum Master,Scrum.org,2024-12-04,2024-12-10,613.73,In Progress
T001349,E00633,Cybersecurity Awareness,Udemy,2025-01-22,2025-01-28,1381.87,Completed
T001350,E00635,Sales Negotiation Skills,Miller Heiman,2022-01-21,2022-01-23,3349.46,Completed
T001351,E00635,Python for Data Analysis,Coursera,2022-01-31,2022-02-02,2788.19,Completed
T001352,E00636,Sales Negotiation Skills,Miller Heiman,2025-05-14,2025-05-24,1770.28,Not Certified
T001353,E00637,Project Management Professional,PMI,2025-02-07,2025-02-17,2282.97,Completed
T001354,E00637,Sales Negotiation Skills,Miller Heiman,2025-03-07,2025-03-10,775.32,Completed
T001355,E00638,Power BI for Business,Microsoft Learn,2024-04-11,2024-04-13,2364.39,Completed
T001356,E00638,Project Management Professional,PMI,2024-05-02,2024-05-04,1892.25,In Progress
T001357,E00638,Customer Service Excellence,Internal L&D,2023-09-11,2023-09-19,3197.37,Not Certified
T001358,E00640,Power BI for Business,Microsoft Learn,2022-05-31,2022-06-07,1671.61,In Progress
T001359,E00640,Python for Data Analysis,Coursera,2021-07-15,2021-07-22,1341.01,In Progress
T001360,E00640,Advanced Excel & Data Analysis,Coursera,2021-05-01,2021-05-07,2655.88,Completed
T001361,E00640,Advanced Excel & Data Analysis,Coursera,2020-05-30,2020-06-01,447.03,Completed
T001362,E00640,Sales Negotiation Skills,Miller Heiman,2022-01-02,2022-01-04,2867.72,Completed
T001363,E00641,Financial Modeling,Wall Street Prep,2023-04-19,2023-04-25,2306.1,In Progress
T001364,E00641,Advanced Excel & Data Analysis,Coursera,2024-01-27,2024-02-01,2908.81,Completed
T001365,E00644,Sales Negotiation Skills,Miller Heiman,2024-09-17,2024-09-20,2923.44,Completed
T001366,E00644,Cybersecurity Awareness,Udemy,2025-02-26,2025-03-04,3336.47,Completed
T001367,E00644,Financial Modeling,Wall Street Prep,2023-10-22,2023-10-26,388.42,Completed
T001368,E00644,Agile & Scrum Master,Scrum.org,2024-07-14,2024-07-23,2980.68,Completed
T001369,E00644,Agile & Scrum Master,Scrum.org,2024-10-29,2024-11-02,2685.37,Not Certified
T001370,E00644,Financial Modeling,Wall Street Prep,2025-06-16,2025-06-18,1288.45,Completed
T001371,E00645,Financial Modeling,Wall Street Prep,2021-11-29,2021-12-04,1484.49,Completed
T001372,E00645,Customer Service Excellence,Internal L&D,2023-01-19,2023-01-28,2379.74,Completed
T001373,E00645,Sales Negotiation Skills,Miller Heiman,2024-01-18,2024-01-27,466.43,Completed
T001374,E00645,Agile & Scrum Master,Scrum.org,2022-06-27,2022-07-02,3089.15,Completed
T001375,E00645,Effective Communication,LinkedIn Learning,2023-09-07,2023-09-14,2096.96,Completed
T001376,E00645,Agile & Scrum Master,Scrum.org,2021-05-01,2021-05-03,1234.09,Not Certified
T001377,E00646,Cybersecurity Awareness,Udemy,2023-11-17,2023-11-20,1434.86,In Progress
T001378,E00646,Effective Communication,LinkedIn Learning,2024-07-10,2024-07-16,1834.78,Completed
T001379,E00646,Project Management Professional,PMI,2023-02-13,2023-02-21,2649.63,Completed
T001380,E00646,Project Management Professional,PMI,2025-02-15,2025-02-23,2085.87,In Progress
T001381,E00648,Customer Service Excellence,Internal L&D,2023-09-06,2023-09-14,3443.75,Completed
T001382,E00648,Leadership Excellence,Dale Carnegie,2022-11-21,2022-11-30,2354.74,Completed
T001383,E00648,Financial Modeling,Wall Street Prep,2022-08-15,2022-08-19,2036.42,Completed
T001384,E00650,Advanced Excel & Data Analysis,Coursera,2024-07-14,2024-07-20,725.46,Completed
T001385,E00650,Workplace Safety & Compliance,Internal L&D,2022-10-06,2022-10-12,540.4,In Progress
T001386,E00650,Workplace Safety & Compliance,Internal L&D,2022-10-19,2022-10-27,3159.08,Completed
T001387,E00650,Power BI for Business,Microsoft Learn,2024-08-27,2024-09-03,2032.4,Completed
T001388,E00650,Sales Negotiation Skills,Miller Heiman,2024-07-29,2024-08-01,3296.13,Not Certified
T001389,E00651,Agile & Scrum Master,Scrum.org,2023-08-30,2023-09-05,2395.86,Completed
T001390,E00651,Workplace Safety & Compliance,Internal L&D,2024-11-18,2024-11-28,2362.64,Completed
T001391,E00651,Six Sigma Green Belt,ASQ,2022-01-12,2022-01-21,2880.67,Completed
T001392,E00652,Effective Communication,LinkedIn Learning,2025-05-17,2025-05-24,598.04,Completed
T001393,E00652,Workplace Safety & Compliance,Internal L&D,2024-10-11,2024-10-13,2086.4,Not Certified
T001394,E00652,Effective Communication,LinkedIn Learning,2024-12-05,2024-12-07,2710.21,Not Certified
T001395,E00653,Project Management Professional,PMI,2022-12-08,2022-12-12,1384.96,Completed
T001396,E00653,Sales Negotiation Skills,Miller Heiman,2023-01-07,2023-01-11,3172.7,Completed
T001397,E00653,Financial Modeling,Wall Street Prep,2024-04-09,2024-04-16,504.33,Completed
T001398,E00653,Agile & Scrum Master,Scrum.org,2023-05-22,2023-05-29,1292.78,Completed
T001399,E00654,Effective Communication,LinkedIn Learning,2023-09-18,2023-09-22,884.0,Completed
T001400,E00654,Sales Negotiation Skills,Miller Heiman,2025-06-22,2025-07-02,484.68,Completed
T001401,E00654,Leadership Excellence,Dale Carnegie,2023-09-25,2023-10-04,541.99,Completed
T001402,E00654,Leadership Excellence,Dale Carnegie,2023-10-17,2023-10-21,3299.65,Not Certified
T001403,E00655,Agile & Scrum Master,Scrum.org,2024-11-18,2024-11-20,2489.72,Completed
T001404,E00656,Power BI for Business,Microsoft Learn,2023-01-03,2023-01-09,449.85,Completed
T001405,E00656,Power BI for Business,Microsoft Learn,2025-03-07,2025-03-12,1158.44,Completed
