Performance_ID,Employee_ID,Review_Date,Reviewer_ID,KPI_Score,Productivity_Score,Attendance_Score,Teamwork_Score,Overall_Rating,Promotion_Recommendation
PF001527,E00482,2024-12-23,E00287,99.0,70.0,65.8,73.5,Good,No
PF001528,E00482,2025-06-23,E00287,100.0,82.7,80.2,76.7,Good,Yes
PF001529,E00483,2024-10-22,E00378,64.7,84.1,100.0,81.1,Good,No
PF001530,E00483,2025-04-22,E00378,69.8,75.1,75.7,60.5,Good,No
PF001531,E00484,2020-11-21,E00123,74.6,95.1,72.1,63.5,Good,No
PF001532,E00484,2021-05-22,E00123,73.7,73.9,70.9,75.0,Good,No
PF001533,E00484,2021-11-20,E00123,59.7,100.0,80.5,77.2,Good,No
PF001534,E00484,2022-05-21,E00123,85.8,79.3,77.9,70.2,Good,No
PF001535,E00484,2022-11-19,E00123,77.0,73.1,67.1,64.1,Good,No
PF001536,E00484,2023-05-20,E00123,93.3,63.6,82.0,66.6,Good,No
PF001537,E00486,2023-10-09,E00285,62.8,95.7,69.1,85.5,Good,No
PF001538,E00487,2025-04-14,E00487,61.3,96.7,74.4,63.5,Good,No
PF001539,E00488,2021-12-06,E00439,68.3,69.9,82.9,63.8,Good,No
PF001540,E00488,2022-06-06,E00439,80.5,77.0,86.6,69.0,Good,No
PF001541,E00488,2022-12-05,E00439,72.1,62.9,48.6,70.0,Average,No
PF001542,E00488,2023-06-05,E00439,59.8,81.9,89.4,76.6,Good,Yes
PF001543,E00488,2023-12-04,E00439,93.9,72.6,71.0,87.4,Good,Yes
PF001544,E00488,2024-06-03,E00439,79.6,71.8,93.0,86.9,Good,Yes
PF001545,E00488,2024-12-02,E00439,63.3,79.4,78.5,76.7,Good,No
PF001546,E00489,2020-09-30,E00306,100.0,81.4,91.7,89.2,Excellent,No
PF001547,E00491,2022-01-30,E00406,100.0,95.0,65.0,83.8,Good,No
PF001548,E00491,2022-07-31,E00406,59.5,42.9,85.1,78.9,Average,No
PF001549,E00491,2023-01-29,E00406,65.1,47.0,82.0,85.4,Average,No
PF001550,E00491,2023-07-30,E00406,79.2,66.1,80.8,83.4,Good,Yes
PF001551,E00491,2024-01-28,E00406,57.2,100.0,86.0,82.0,Good,No
PF001552,E00491,2024-07-28,E00406,53.3,96.1,86.3,80.5,Good,Yes
PF001553,E00491,2025-01-26,E00406,75.0,86.6,82.4,75.1,Good,No
PF001554,E00492,2020-08-24,E00086,86.5,63.1,83.6,83.2,Good,No
PF001555,E00492,2021-02-22,E00086,88.9,89.9,76.9,71.7,Good,Yes
PF001556,E00492,2021-08-23,E00086,66.0,65.2,85.1,87.3,Good,No
PF001557,E00492,2022-02-21,E00086,100.0,98.4,83.9,100.0,Excellent,No
PF001558,E00492,2022-08-22,E00086,83.7,56.7,70.8,85.2,Good,No
PF001559,E00492,2023-02-20,E00086,68.2,74.1,88.7,87.4,Good,No
PF001560,E00492,2023-08-21,E00086,79.8,88.7,60.7,63.7,Good,Yes
PF001561,E00492,2024-02-19,E00086,58.2,100.0,68.2,70.0,Good,No
PF001562,E00492,2024-08-19,E00086,65.5,62.9,74.7,78.0,Good,Yes
PF001563,E00492,2025-02-17,E00086,45.3,71.8,67.4,84.8,Average,No
PF001564,E00493,2022-11-06,E00493,85.2,92.7,66.6,74.7,Good,Yes
PF001565,E00493,2023-05-07,E00493,66.3,82.9,92.5,75.8,Good,No
PF001566,E00493,2023-11-05,E00493,63.0,76.7,76.6,85.1,Good,Yes
PF001567,E00493,2024-05-05,E00493,61.3,64.7,74.3,65.0,Average,No
PF001568,E00493,2024-11-03,E00493,65.8,68.4,78.1,71.5,Good,Yes
PF001569,E00493,2025-05-04,E00493,63.8,88.2,83.0,69.5,Good,No
PF001570,E00495,2022-05-29,E00416,66.5,74.6,73.9,99.0,Good,Yes
PF001571,E00496,2023-10-27,E00032,75.6,65.9,76.6,68.7,Good,No
PF001572,E00496,2024-04-26,E00032,68.6,75.0,82.5,74.0,Good,No
PF001573,E00497,2023-04-03,E00497,67.1,62.7,65.3,86.1,Good,Yes
PF001574,E00497,2023-10-02,E00497,70.4,62.4,73.3,73.2,Average,No
PF001575,E00497,2024-04-01,E00497,79.5,79.0,86.4,78.6,Good,No
PF001576,E00497,2024-09-30,E00497,81.4,65.1,96.0,80.5,Good,Yes
PF001577,E00497,2025-03-31,E00497,62.6,64.7,74.1,92.8,Good,No
PF001578,E00498,2023-07-31,E00497,93.3,100.0,87.1,76.3,Good,Yes
PF001579,E00498,2024-01-29,E00497,71.9,51.1,81.8,78.9,Good,No
PF001580,E00498,2024-07-29,E00497,41.9,85.0,72.9,79.4,Average,No
PF001581,E00498,2025-01-27,E00497,89.9,74.8,66.3,79.2,Good,No
PF001582,E00499,2025-01-23,E00087,79.1,82.9,80.1,63.0,Good,No
PF001583,E00501,2023-12-15,E00460,61.9,96.2,100.0,100.0,Good,No
PF001584,E00501,2024-06-14,E00460,77.8,61.1,56.5,60.5,Average,No
PF001585,E00501,2024-12-13,E00460,64.2,70.7,78.0,76.1,Good,Yes
PF001586,E00501,2025-06-13,E00460,90.6,80.8,59.6,72.0,Good,No
PF001587,E00502,2023-08-17,E00239,85.8,80.5,80.5,90.8,Good,Yes
PF001588,E00502,2024-02-15,E00239,72.4,63.5,72.3,75.0,Good,No
PF001589,E00502,2024-08-15,E00239,99.3,89.4,95.4,73.7,Good,No
PF001590,E00502,2025-02-13,E00239,53.5,82.6,78.4,69.5,Good,Yes
PF001591,E00503,2022-05-12,E00461,71.9,69.7,96.7,92.6,Good,No
PF001592,E00503,2022-11-10,E00461,86.5,62.3,79.7,97.0,Good,Yes
PF001593,E00503,2023-05-11,E00461,56.7,61.4,64.7,70.4,Average,No
PF001594,E00503,2023-11-09,E00461,56.9,71.7,89.1,74.2,Good,No
PF001595,E00503,2024-05-09,E00461,79.9,64.2,79.6,74.2,Good,Yes
PF001596,E00503,2024-11-07,E00461,65.1,73.7,73.7,72.4,Good,No
PF001597,E00503,2025-05-08,E00461,97.6,79.4,78.0,46.8,Good,No
PF001598,E00504,2023-10-21,E00504,77.0,66.6,77.7,88.9,Good,No
PF001599,E00504,2024-04-20,E00504,85.8,92.2,85.5,59.5,Good,No
PF001600,E00504,2024-10-19,E00504,74.8,75.5,88.3,53.4,Good,Yes
PF001601,E00504,2025-04-19,E00504,80.4,76.2,69.8,100.0,Good,Yes
PF001602,E00505,2025-01-13,E00347,70.0,84.0,93.7,73.1,Good,Yes
PF001603,E00506,2022-07-30,E00506,59.1,93.9,80.8,72.0,Good,No
PF001604,E00506,2023-01-28,E00506,65.5,67.4,74.9,69.7,Average,No
PF001605,E00506,2023-07-29,E00506,76.7,67.1,100.0,69.7,Good,No
PF001606,E00506,2024-01-27,E00506,65.3,74.9,71.0,51.4,Average,No
PF001607,E00506,2024-07-27,E00506,72.3,54.7,83.0,54.9,Average,No
PF001608,E00508,2020-10-20,E00164,83.3,79.5,91.7,89.3,Good,Yes
PF001609,E00508,2021-04-20,E00164,97.7,78.8,98.1,87.2,Excellent,No
PF001610,E00508,2021-10-19,E00164,70.1,63.2,95.6,81.5,Good,No
PF001611,E00508,2022-04-19,E00164,68.0,61.9,76.0,52.8,Average,No
PF001612,E00508,2022-10-18,E00164,76.0,41.0,79.0,91.0,Good,No
PF001613,E00508,2023-04-18,E00164,87.2,82.3,55.8,71.2,Good,Yes
PF001614,E00508,2023-10-17,E00164,83.6,63.7,74.1,79.1,Good,No
PF001615,E00508,2024-04-16,E00164,83.6,65.2,80.8,76.0,Good,No
PF001616,E00509,2025-01-16,E00285,46.0,55.7,79.5,75.7,Average,No
PF001617,E00510,2025-05-27,E00421,78.5,74.7,90.6,77.2,Good,No
PF001618,E00511,2022-05-28,E00430,64.7,65.7,74.0,55.4,Average,No
PF001619,E00511,2022-11-26,E00430,83.7,70.0,92.9,80.6,Good,Yes
PF001620,E00511,2023-05-27,E00430,78.3,90.4,91.3,100.0,Good,Yes
PF001621,E00511,2023-11-25,E00430,87.3,84.4,68.8,86.4,Good,No
PF001622,E00511,2024-05-25,E00430,67.2,81.8,91.2,87.1,Good,No
PF001623,E00511,2024-11-23,E00430,71.5,75.4,81.5,91.2,Good,No
PF001624,E00511,2025-05-24,E00430,49.2,79.5,72.8,77.8,Average,No
PF001625,E00512,2020-07-22,E00212,92.3,69.6,68.6,68.0,Good,No
PF001626,E00512,2021-01-20,E00212,84.2,92.3,69.5,68.6,Good,Yes
PF001627,E00512,2021-07-21,E00212,89.2,55.8,73.9,76.4,Good,No
PF001628,E00512,2022-01-19,E00212,64.4,58.7,85.4,89.9,Good,No
PF001629,E00513,2021-10-26,E00211,71.2,65.3,87.9,82.3,Good,Yes
PF001630,E00513,2022-04-26,E00211,84.4,81.7,75.7,80.8,Good,No
PF001631,E00513,2022-10-25,E00211,65.7,71.6,85.7,52.6,Average,No
PF001632,E00513,2023-04-25,E00211,88.9,71.2,71.1,92.0,Good,No
PF001633,E00513,2023-10-24,E00211,92.3,66.6,93.0,76.5,Good,No
PF001634,E00513,2024-04-23,E00211,88.2,85.5,68.1,66.4,Good,Yes
PF001635,E00513,2024-10-22,E00211,93.3,56.7,89.6,58.1,Good,No
PF001636,E00513,2025-04-22,E00211,84.4,63.3,100.0,68.9,Good,No
PF001637,E00515,2021-08-17,E00017,80.4,54.3,87.8,65.4,Good,No
PF001638,E00515,2022-02-15,E00017,80.9,94.2,77.1,81.2,Good,No
PF001639,E00515,2022-08-16,E00017,81.5,78.2,71.3,84.5,Good,No
PF001640,E00515,2023-02-14,E00017,79.7,77.8,70.6,78.6,Good,Yes
PF001641,E00516,2023-11-25,E00327,73.0,88.5,88.5,72.4,Good,Yes
PF001642,E00517,2022-10-15,E00187,70.0,61.7,69.5,66.8,Average,No
PF001643,E00517,2023-04-15,E00187,67.4,67.7,91.5,71.6,Good,No
PF001644,E00518,2023-08-29,E00518,58.1,48.4,67.3,66.4,Average,No
PF001645,E00518,2024-02-27,E00518,65.7,68.1,74.5,68.8,Average,No
PF001646,E00518,2024-08-27,E00518,82.8,61.8,92.8,88.9,Good,No
PF001647,E00518,2025-02-25,E00518,62.4,58.5,85.9,96.9,Good,No
PF001648,E00519,2023-05-01,E00519,67.1,73.1,75.0,76.9,Good,No
PF001649,E00519,2023-10-30,E00519,83.5,85.2,68.0,67.9,Good,Yes
PF001650,E00519,2024-04-29,E00519,75.6,75.7,68.3,99.7,Good,Yes
PF001651,E00520,2025-06-03,E00045,76.8,63.3,78.4,89.8,Good,No
PF001652,E00522,2022-07-16,E00002,67.6,51.7,86.4,99.5,Good,No
PF001653,E00522,2023-01-14,E00002,64.5,61.3,95.7,61.1,Good,Yes
PF001654,E00522,2023-07-15,E00002,62.6,93.1,85.4,65.1,Good,Yes
PF001655,E00522,2024-01-13,E00002,80.2,79.4,63.6,55.6,Average,No
PF001656,E00522,2024-07-13,E00002,83.7,73.6,78.5,84.8,Good,No
PF001657,E00522,2025-01-11,E00002,67.4,71.7,75.3,70.2,Good,Yes
PF001658,E00523,2024-09-04,E00299,81.3,68.7,67.9,64.0,Good,No
PF001659,E00524,2021-07-22,E00063,89.6,79.5,78.1,66.3,Good,Yes
PF001660,E00524,2022-01-20,E00063,87.7,84.0,75.7,56.5,Good,Yes
PF001661,E00524,2022-07-21,E00063,67.3,64.1,79.6,70.4,Good,No
PF001662,E00524,2023-01-19,E00063,67.6,67.0,69.4,61.6,Average,No
PF001663,E00524,2023-07-20,E00063,70.1,83.6,62.6,81.8,Good,No
PF001664,E00524,2024-01-18,E00063,69.1,69.9,89.6,64.6,Good,Yes
PF001665,E00524,2024-07-18,E00063,68.6,90.8,80.4,88.1,Good,Yes
PF001666,E00524,2025-01-16,E00063,82.1,71.3,83.2,81.8,Good,No
PF001667,E00526,2023-11-01,E00464,78.7,74.7,88.2,48.2,Good,No
PF001668,E00526,2024-05-01,E00464,69.0,85.2,77.3,86.8,Good,No
PF001669,E00527,2024-06-20,E00172,73.8,51.4,83.7,69.9,Average,No
PF001670,E00527,2024-12-19,E00172,76.3,63.6,82.0,73.1,Good,No
PF001671,E00527,2025-06-19,E00172,68.2,77.5,81.0,69.5,Good,Yes
PF001672,E00529,2023-07-08,E00179,77.2,63.7,89.0,65.4,Good,Yes
PF001673,E00529,2024-01-06,E00179,68.3,71.3,60.7,68.4,Average,No
PF001674,E00529,2024-07-06,E00179,66.6,68.5,68.4,74.1,Average,No
PF001675,E00529,2025-01-04,E00179,60.1,86.9,94.5,70.7,Good,Yes
PF001676,E00530,2025-04-01,E00099,66.1,59.2,86.5,79.1,Good,No
PF001677,E00531,2024-12-11,E00298,87.7,75.4,92.8,68.2,Good,No
PF001678,E00532,2022-07-16,E00532,68.8,52.4,63.7,68.9,Average,No
PF001679,E00532,2023-01-14,E00532,76.0,74.3,69.1,79.1,Good,No
PF001680,E00532,2023-07-15,E00532,60.4,94.2,90.8,85.1,Good,No
PF001681,E00532,2024-01-13,E00532,84.7,64.5,68.3,84.3,Good,No
PF001682,E00532,2024-07-13,E00532,62.0,71.4,77.6,71.8,Good,Yes
PF001683,E00532,2025-01-11,E00532,83.1,72.5,86.7,70.0,Good,Yes
PF001684,E00533,2022-07-24,E00357,75.3,69.7,68.1,73.4,Good,Yes
PF001685,E00533,2023-01-22,E00357,78.8,72.3,74.8,81.8,Good,No
PF001686,E00533,2023-07-23,E00357,75.1,30.6,74.7,77.5,Average,No
PF001687,E00533,2024-01-21,E00357,66.6,67.9,63.7,100.0,Good,No
PF001688,E00533,2024-07-21,E00357,79.1,65.6,76.1,63.3,Good,Yes
PF001689,E00533,2025-01-19,E00357,67.0,73.0,79.1,70.3,Good,No
PF001690,E00534,2024-07-10,E00534,89.6,64.9,71.2,85.9,Good,No
PF001691,E00534,2025-01-08,E00534,58.4,88.7,93.7,89.6,Good,No
PF001692,E00536,2023-05-13,E00507,55.3,97.3,81.3,81.4,Good,Yes
PF001693,E00536,2023-11-11,E00507,86.6,89.1,78.1,64.2,Good,No
PF001694,E00536,2024-05-11,E00507,67.4,92.9,82.2,64.7,Good,Yes
PF001695,E00536,2024-11-09,E00507,72.1,57.4,96.0,65.3,Good,No
PF001696,E00536,2025-05-10,E00507,89.1,75.0,75.0,70.0,Good,No
PF001697,E00537,2024-12-23,E00131,74.8,73.9,80.8,63.3,Good,No
PF001698,E00537,2025-06-23,E00131,63.1,61.3,85.3,48.6,Average,No
PF001699,E00538,2022-06-06,E00124,92.3,60.0,90.0,64.1,Good,No
PF001700,E00538,2022-12-05,E00124,85.0,67.8,96.5,54.8,Good,No
PF001701,E00538,2023-06-05,E00124,43.3,84.5,86.0,94.2,Good,No
PF001702,E00538,2023-12-04,E00124,67.1,52.7,93.9,83.1,Good,No
PF001703,E00538,2024-06-03,E00124,62.6,63.5,80.4,74.9,Good,No
PF001704,E00538,2024-12-02,E00124,60.2,98.7,90.5,86.2,Good,No
PF001705,E00538,2025-06-02,E00124,79.4,62.4,100.0,81.5,Good,No
PF001706,E00539,2022-07-20,E00218,77.8,55.3,69.3,82.2,Good,No
PF001707,E00539,2023-01-18,E00218,79.8,72.3,73.7,83.2,Good,No
PF001708,E00539,2023-07-19,E00218,71.4,75.6,66.2,79.9,Good,No
PF001709,E00539,2024-01-17,E00218,67.2,74.6,78.8,68.6,Good,No
PF001710,E00539,2024-07-17,E00218,75.4,78.2,79.7,93.7,Good,No
PF001711,E00539,2025-01-15,E00218,75.7,63.1,81.8,78.5,Good,No
PF001712,E00540,2024-03-18,E00178,81.0,68.2,91.7,77.7,Good,No
PF001713,E00540,2024-09-16,E00178,62.4,80.0,76.4,77.6,Good,Yes
PF001714,E00540,2025-03-17,E00178,81.5,83.3,96.6,84.2,Good,Yes
PF001715,E00541,2022-12-24,E00541,82.6,41.3,77.6,79.7,Good,No
PF001716,E00541,2023-06-24,E00541,56.7,62.8,85.6,72.0,Average,No
PF001717,E00541,2023-12-23,E00541,84.7,64.2,71.4,82.6,Good,No
PF001718,E00541,2024-06-22,E00541,69.8,92.0,89.4,69.0,Good,No
PF001719,E00541,2024-12-21,E00541,63.2,62.2,61.3,66.4,Average,No
PF001720,E00541,2025-06-21,E00541,60.9,68.6,78.8,74.0,Good,No
PF001721,E00542,2024-04-30,E00187,52.8,61.8,93.1,65.8,Average,No
PF001722,E00542,2024-10-29,E00187,76.5,83.2,82.5,81.1,Good,Yes
PF001723,E00542,2025-04-29,E00187,94.6,82.1,77.2,62.4,Good,No
PF001724,E00545,2025-03-04,E00545,56.3,62.5,93.9,73.4,Good,No
PF001725,E00546,2023-03-06,E00519,85.0,83.7,74.2,91.9,Good,No
PF001726,E00546,2023-09-04,E00519,40.9,48.8,58.9,74.8,Average,No
PF001727,E00546,2024-03-04,E00519,72.8,60.3,86.9,56.6,Average,No
PF001728,E00546,2024-09-02,E00519,64.2,67.5,80.0,57.6,Average,No
PF001729,E00546,2025-03-03,E00519,68.7,79.2,71.6,68.0,Good,Yes
PF001730,E00547,2025-04-19,E00018,91.9,74.8,90.8,59.0,Good,No
PF001731,E00548,2023-09-26,E00219,83.6,76.0,90.4,95.5,Good,No
PF001732,E00548,2024-03-26,E00219,66.6,82.0,83.6,57.3,Good,Yes
PF001733,E00548,2024-09-24,E00219,65.6,79.7,62.9,77.1,Good,No
PF001734,E00548,2025-03-25,E00219,86.6,79.2,80.8,79.3,Good,Yes
PF001735,E00549,2020-08-29,E00386,91.0,76.7,79.9,91.1,Good,No
PF001736,E00549,2021-02-27,E00386,83.9,60.6,73.2,77.5,Good,No
PF001737,E00549,2021-08-28,E00386,99.6,63.0,82.5,58.9,Good,No
PF001738,E00550,2025-04-15,E00287,92.9,68.8,78.6,85.3,Good,No
PF001739,E00551,2024-01-20,E00519,63.0,76.4,72.2,79.4,Good,No
PF001740,E00551,2024-07-20,E00519,89.7,65.1,85.5,75.3,Good,No
PF001741,E00553,2024-05-15,E00389,60.7,97.2,63.4,64.3,Good,No
PF001742,E00555,2023-12-24,E00555,84.8,82.4,56.9,75.3,Good,No
PF001743,E00555,2024-06-23,E00555,78.8,67.7,62.6,55.1,Average,No
PF001744,E00555,2024-12-22,E00555,85.2,63.7,76.6,57.9,Good,No
PF001745,E00555,2025-06-22,E00555,63.1,81.0,74.9,64.0,Good,No
PF001746,E00556,2023-01-03,E00291,83.7,80.8,80.9,74.8,Good,Yes
PF001747,E00556,2023-07-04,E00291,78.7,87.8,75.8,58.8,Good,No
PF001748,E00556,2024-01-02,E00291,85.2,78.3,68.2,66.8,Good,No
PF001749,E00556,2024-07-02,E00291,84.2,74.0,78.3,84.8,Good,No
PF001750,E00556,2024-12-31,E00291,73.6,80.2,100.0,73.4,Good,No
PF001751,E00557,2025-01-03,E00459,95.6,69.8,70.8,75.6,Good,No
PF001752,E00558,2023-11-05,E00558,100.0,55.7,87.4,79.9,Good,Yes
PF001753,E00558,2024-05-05,E00558,78.9,76.6,61.2,76.8,Good,Yes
PF001754,E00558,2024-11-03,E00558,75.6,87.9,75.4,80.3,Good,Yes
PF001755,E00558,2025-05-04,E00558,68.7,94.6,85.2,85.3,Good,Yes
PF001756,E00559,2023-07-24,E00141,57.5,58.8,84.1,86.2,Good,Yes
PF001757,E00559,2024-01-22,E00141,91.6,71.6,80.3,100.0,Good,Yes
PF001758,E00559,2024-07-22,E00141,70.1,63.1,97.7,68.8,Good,No
PF001759,E00559,2025-01-20,E00141,72.4,94.4,72.4,81.0,Good,No
PF001760,E00560,2024-11-16,E00560,80.5,85.9,81.8,88.5,Good,Yes
PF001761,E00560,2025-05-17,E00560,64.0,59.9,89.1,68.3,Good,Yes
PF001762,E00561,2025-04-30,E00480,79.6,79.6,80.7,75.5,Good,No
PF001763,E00562,2020-11-24,E00102,77.3,74.5,92.9,68.2,Good,No
PF001764,E00562,2021-05-25,E00102,76.0,74.7,87.0,100.0,Good,No
PF001765,E00562,2021-11-23,E00102,61.5,65.5,80.2,82.3,Good,No
PF001766,E00562,2022-05-24,E00102,82.2,62.5,70.8,74.6,Good,No
PF001767,E00562,2022-11-22,E00102,70.9,63.2,75.9,59.3,Average,No
PF001768,E00563,2022-10-21,E00188,64.1,79.6,74.3,79.4,Good,No
PF001769,E00563,2023-04-21,E00188,82.1,77.6,86.4,84.2,Good,No
PF001770,E00563,2023-10-20,E00188,81.8,72.6,85.9,76.0,Good,Yes
PF001771,E00563,2024-04-19,E00188,72.3,78.7,86.3,76.0,Good,Yes
PF001772,E00563,2024-10-18,E00188,69.6,66.7,79.3,71.3,Good,No
PF001773,E00563,2025-04-18,E00188,76.6,75.0,86.5,59.3,Good,Yes
PF001774,E00565,2024-05-26,E00141,56.0,75.7,90.7,62.9,Good,Yes
PF001775,E00565,2024-11-24,E00141,69.3,70.0,77.0,64.6,Good,No
PF001776,E00568,2023-02-13,E00170,64.1,62.3,82.4,73.3,Good,No
PF001777,E00568,2023-08-14,E00170,73.1,51.6,84.1,80.2,Good,No
PF001778,E00568,2024-02-12,E00170,59.9,78.0,63.9,79.6,Good,No
PF001779,E00568,2024-08-12,E00170,78.4,68.3,80.6,71.8,Good,Yes
PF001780,E00568,2025-02-10,E00170,80.8,83.7,97.2,63.8,Good,No
PF001781,E00569,2023-02-07,E00083,93.4,80.3,65.4,74.9,Good,No
PF001782,E00570,2022-11-21,E00570,87.5,70.4,73.9,92.8,Good,No
PF001783,E00570,2023-05-22,E00570,75.6,67.6,75.3,87.7,Good,Yes
PF001784,E00570,2023-11-20,E00570,92.5,58.0,85.8,78.9,Good,Yes
PF001785,E00570,2024-05-20,E00570,88.5,72.0,84.4,80.7,Good,No
PF001786,E00570,2024-11-18,E00570,84.2,88.3,73.1,55.2,Good,No
PF001787,E00570,2025-05-19,E00570,82.6,51.7,85.9,80.2,Good,No
PF001788,E00572,2025-05-09,E00453,81.2,72.6,86.1,72.8,Good,Yes
PF001789,E00573,2021-06-22,E00573,73.6,64.3,71.9,84.8,Good,Yes
PF001790,E00573,2021-12-21,E00573,43.7,63.1,87.8,88.7,Good,No
PF001791,E00574,2021-08-05,E00291,100.0,74.9,64.9,84.6,Good,Yes
PF001792,E00574,2022-02-03,E00291,63.5,71.1,98.3,53.4,Good,No
PF001793,E00574,2022-08-04,E00291,83.2,89.2,88.7,72.0,Good,Yes
PF001794,E00574,2023-02-02,E00291,70.8,81.4,82.1,91.2,Good,Yes
PF001795,E00574,2023-08-03,E00291,61.6,65.3,67.2,64.4,Average,No
PF001796,E00574,2024-02-01,E00291,69.3,64.9,71.4,67.7,Average,No
PF001797,E00574,2024-08-01,E00291,85.4,64.5,73.3,70.4,Good,No
PF001798,E00574,2025-01-30,E00291,80.2,62.6,85.6,77.9,Good,No
PF001799,E00575,2024-10-01,E00084,76.3,76.7,88.0,72.5,Good,No
PF001800,E00575,2025-04-01,E00084,72.5,69.5,90.4,89.2,Good,No
PF001801,E00576,2021-09-16,E00532,78.2,62.4,90.5,69.9,Good,No
PF001802,E00576,2022-03-17,E00532,84.1,86.2,71.5,57.2,Good,No
PF001803,E00576,2022-09-15,E00532,59.6,81.2,79.4,60.3,Good,No
PF001804,E00576,2023-03-16,E00532,77.6,75.0,90.3,79.9,Good,No
PF001805,E00576,2023-09-14,E00532,87.9,59.1,89.8,74.1,Good,No
PF001806,E00576,2024-03-14,E00532,63.4,52.3,70.7,69.6,Average,No
PF001807,E00576,2024-09-12,E00532,82.5,80.8,74.8,64.5,Good,Yes
PF001808,E00578,2025-03-06,E00366,97.9,79.3,82.1,67.9,Good,No
PF001809,E00579,2024-04-02,E00551,88.6,82.2,80.0,71.6,Good,No
PF001810,E00580,2023-09-20,E00171,66.4,77.0,64.6,80.7,Good,Yes
PF001811,E00580,2024-03-20,E00171,78.7,82.6,78.4,62.1,Good,Yes
PF001812,E00580,2024-09-18,E00171,80.6,70.0,76.4,82.4,Good,Yes
PF001813,E00580,2025-03-19,E00171,60.3,91.5,66.6,51.8,Average,No
PF001814,E00581,2023-09-07,E00581,67.3,60.1,87.7,81.6,Good,No
PF001815,E00581,2024-03-07,E00581,87.7,73.0,84.3,73.7,Good,Yes
PF001816,E00581,2024-09-05,E00581,90.5,68.1,79.4,93.3,Good,No
PF001817,E00581,2025-03-06,E00581,73.1,88.7,74.3,82.1,Good,No
PF001818,E00583,2021-12-19,E00583,52.6,50.8,77.3,66.2,Average,No
PF001819,E00583,2022-06-19,E00583,74.8,86.0,61.0,80.7,Good,No
PF001820,E00583,2022-12-18,E00583,54.4,86.5,91.6,63.3,Good,No
PF001821,E00583,2023-06-18,E00583,71.8,82.3,81.4,88.6,Good,No
PF001822,E00583,2023-12-17,E00583,78.2,75.0,61.7,73.3,Good,Yes
PF001823,E00583,2024-06-16,E00583,85.4,83.7,86.0,89.7,Good,No
PF001824,E00583,2024-12-15,E00583,75.6,94.0,56.8,75.3,Good,Yes
PF001825,E00583,2025-06-15,E00583,80.5,66.1,77.7,79.6,Good,Yes
PF001826,E00585,2023-12-10,E00155,74.1,85.3,82.6,75.1,Good,No
PF001827,E00585,2024-06-09,E00155,63.0,75.4,85.0,90.3,Good,No
PF001828,E00585,2024-12-08,E00155,73.5,92.8,100.0,82.4,Good,No
PF001829,E00585,2025-06-08,E00155,63.3,82.2,81.1,59.8,Good,No
PF001830,E00586,2022-10-18,E00116,71.7,89.7,71.3,66.9,Good,No
PF001831,E00586,2023-04-18,E00116,70.2,79.6,92.1,93.2,Good,No
PF001832,E00586,2023-10-17,E00116,82.5,68.2,97.9,79.5,Good,Yes
PF001833,E00587,2025-02-24,E00587,75.2,55.2,80.2,69.0,Average,No
PF001834,E00588,2023-05-06,E00239,73.4,74.3,77.1,57.1,Good,No
PF001835,E00588,2023-11-04,E00239,66.5,87.9,71.3,89.3,Good,Yes
PF001836,E00588,2024-05-04,E00239,69.0,54.1,86.1,77.3,Good,No
PF001837,E00589,2020-12-14,E00582,82.9,53.2,79.5,76.8,Good,Yes
PF001838,E00589,2021-06-14,E00582,89.6,90.5,76.5,76.0,Good,Yes
PF001839,E00589,2021-12-13,E00582,73.6,72.2,77.6,76.0,Good,No
PF001840,E00589,2022-06-13,E00582,61.9,71.1,79.2,64.7,Average,No
PF001841,E00589,2022-12-12,E00582,73.3,71.8,51.3,68.9,Average,No
PF001842,E00589,2023-06-12,E00582,77.5,78.4,77.3,76.5,Good,No
PF001843,E00589,2023-12-11,E00582,58.9,78.9,85.3,77.1,Good,No
PF001844,E00589,2024-06-10,E00582,62.5,78.8,92.4,58.9,Good,No
PF001845,E00590,2024-09-04,E00464,63.3,84.4,77.0,76.9,Good,No
PF001846,E00590,2025-03-05,E00464,67.1,79.2,83.7,70.6,Good,No
PF001847,E00591,2022-01-14,E00396,72.7,74.4,76.0,51.8,Average,No
PF001848,E00591,2022-07-15,E00396,61.3,75.2,73.0,74.1,Good,No
PF001849,E00591,2023-01-13,E00396,83.5,66.1,79.1,71.9,Good,No
PF001850,E00591,2023-07-14,E00396,75.6,79.7,76.9,73.3,Good,No
PF001851,E00591,2024-01-12,E00396,73.0,74.6,76.9,82.3,Good,No
PF001852,E00591,2024-07-12,E00396,89.1,62.2,74.9,76.3,Good,No
PF001853,E00592,2021-07-02,E00592,75.8,80.6,92.7,81.3,Good,No
PF001854,E00592,2021-12-31,E00592,76.2,54.4,85.5,66.1,Good,Yes
PF001855,E00592,2022-07-01,E00592,96.9,86.4,76.8,77.3,Good,No
PF001856,E00592,2022-12-30,E00592,81.9,65.0,79.2,82.9,Good,No
PF001857,E00592,2023-06-30,E00592,70.4,85.5,83.0,87.3,Good,Yes
PF001858,E00592,2023-12-29,E00592,72.4,92.3,79.4,59.5,Good,Yes
PF001859,E00592,2024-06-28,E00592,78.6,64.6,71.3,79.7,Good,No
PF001860,E00592,2024-12-27,E00592,90.1,89.7,100.0,68.6,Good,No
